NUMERO RNA,NOM,OBJET,DATE DE RECONNAISSANCE D'UTILITE PUBLIQUE,DATE DE DERNIERE MODIFICATION STATUTAIRE,"ADRESSE
SIEGE SOCIAL",CP,VILLE
,AIDE MEDICO-SOCIALE AUX VIEILLARDS DU 18EME ARRONDISSEMENT,"L'organisation de l'aide ménagère et éventuellement de soins à domicile aux vieillards,  aux personnes isolées lorsqu'ils sont malades et dépourvus de ressources suffisantes afin d'éviter l'hospitalisation.",13/10/1977,,"11, rue Cyrano-de-Bergerac",75007,PARIS
,AIDE ODONTOLOGIQUE INTERNATIONALE,"Contribuer à l'amélioration de la situation sanitaire et odontologique à travers le monde et en particulier dans les pays en voie de développement, cette action s'exerce dans un cadre strictement humanitaire, apolitique et aconfessionnel et repose principalement sur le bénévolat de ses membres",01/09/2017,,1 rue Maurice Arnoux,92120,MONTROUGE
W313001510,"Ain7, ASSOCIATION DES INGENIEURS DE L’ECOLE NATIONALE SUPERIEURE D’ELECTROTECHNIQUE, D’ELECTRONIQUE, D’INFORMATIQUE, D’HYDRAULIQUE ET DES TELECOMMUNICATIONS (ENSEEIHT)","- entretenir et resserrer les liens d'amitié et de solidarité qui existaient à l’École et relier les nouvelles promotions aux précédentes
- développer la notoriété du diplôme et des diplômés
- faciliter aux anciens élèves l'accès aux situations auxquelles ils peuvent prétendre. Dans ce but, tous les membres de l'association s'engagent à signaler à l'association les emplois vacants qu'ils peuvent connaître
- procurer à ses membres le moyen d'étendre leurs connaissances par les communications, travaux et documents qui seront présentés aux réunions et discutés s'il y a lieu,
- développer l'action sociale au moyen de prêts gratuits ou de dons aux membres de l'association et le cas échéant, à leur père, mère, veuf, veuve ou enfants dans le besoin
- travailler avec l'école au développement des relations avec son environnement socio-économique.",01/04/1955,22/10/2015,"2, rue Charles Camichel
B. P. 7122",31071,TOULOUSE CEDEX 7
,ALCOOL ASSISTANCE,"Grouper les personnes participant par leur engagement personnel à la lutte contre l'alcoolisme avec l'aide des secours matériels, médicaux, psychologique, moraux et religieux.",06/05/1966,03/05/2013,10 rue des messageries,75010,PARIS
,ALLIANCE ISRAELITE UNIVERSELLE (AIU),Prêter appui à ceux qui souffrent en leur qualité d'israélites ou de minoritaires et  favoriser toutes mesures nationales ou internationales destinées à promouvoir et à défendre les droits de l'homme.,09/04/1975,,"27, avenue de Ségur",75007,PARIS
,ALLIANCE NATIONALE POPULATION ET AVENIR,Attirer l'attention de tous sur le danger que la dépopulation fait courir à la nation française et provoquer l'adoption des mesures propres à accroître la natalité.,03/08/1913,03/11/1983,"35, rue Marbeuf",75017,PARIS
,"ALLIANCE NATIONALE
DES UNIONS CHRETIENNES
DES JEUNES GENS DE FRANCE","Poursuivre tant en France que dans les territoires français d'Outre-Mer ou en zone d'influence française le développement  de la personnalité des jeunes gens au point de vue physique culturel  social,  leur formation civique et leur épanouissement spirituel",27/11/1948,23/11/1990,"5, place de Vénétie",75013,PARIS
,ALLIANCE POUR LA RECHERCHE EN CANCEROLOGIE (APREC),"Promouvoir, soutenir et développer la recherche clinique et biologique contre le cancer avec comme base opérationnelle le département de cancérologie et les laboratoires du bâtiment de recherche contre le cancer de l'hôpital tenon selon des protocoles de coopération établis entre les services du GHU Paris-st, de l'assistance publique des hôpitaux de Paris et des groupes de recherche nationaux et internationaux.",13/07/2015,12/09/2018,"4, rue de la Chine",75020,PARIS
W0620093156,ALLIANCE POUR LE RESPECT ET LA PROTECTION DES ANIMAUX,"Actions éducatives et de sensibilisation au public, l'association a pour but de manifester sous toutes formes possibles qui est dû aux animaux, qu'il s'agisse d'adoptions, de stérilisations, de sauvetage, de soins, de nourriture et, protection animale.",26/07/2006,,"10, rue Sorgentino",06300,NICE
W332012257,"ALLIANCE, JUSQU’AU BOUT ACCOMPAGNER LA VIE","Répondre par son engagement, à la détresse et à la demande des personnes confrontées à la souffrance physique et/ou morale, et à l’approche de la mort. Refuse toute action pouvant provoquer volontairement la mort et cherche très concrètement à mettre en place des alternatives humaines face à la tendance euthanasique. S’inscrit dans le mouvement d’accompagnement et de soins palliatifs dans une conception globale de la personne de son entourage et de son environnement.",05/10/1999,15/12/2015,"2, route Robert Algayon",33640,AYGUEMORTES-LES-GRAVES
W381012283,ALPES INSERTION,Promotion sociale et insertion des personnes handicapées ainsi que la prestation de services en leur faveur.,23/12/2002,,"86, boulevard Joliot Curie",38600,FONTAINE
,AMICAL DES RETRAITES DE L'ENSEIGNEMENT PUBLIC DU DEPARTEMENT DE SEINE-ET-OISE,"Fournir aux retraités de l'enseignement public les moyens de se connaître, de se réunir amicalement.",05/04/1928,,"19, avenue Marguerite",78507,VIROFLAY
,AMICALE DES A.E. DES ECOLES LAIQUES DE FLERS (LA PETITE A),Promouvoir une action socio-culturelle et sportive auprès de ses membres et concourir au soutien de l'école publique.,14/04/1933,02/11/1956,"7, rue Simons",61100,FLERS
,AMICALE DES A.E. DES LYCEES CLEMENCEAU ET JULES VERNE DE NANTES,"Entretenir, entre ses membres, les relations d'amitié qui se sont formées au lycée et de venir en aide aux anciens élèves malheureux, à leur veuves ou à leur enfants.",11/05/1889,11/07/1995,"1, rue Georges Clémenceau",44000,NANTES
,"AMICALE DES ANCIENS CHASSEURS DES 27E, 67E,107E BATAILLONS DE CHASSEURS","Faciliter les rapports entre ses membres, leur venir en aide efficacement et leur prêter un concours entier dans toutes les circonstances.",15/08/1931,25/06/1993,"1, rue de l'Intendance",74000,ANNECY
,AMICALE DES ANCIENS ELEVES DU LYCEE D’AVIGNON,"Entretenir les relations d’amitié qui se sont formées au Lycée, venir en aide aux anciens élèves malheureux, à leurs veuves ou à leurs enfants ; Exercer un patronage efficace à la sortie du Lycée sur les élèves qui ont besoin d’un appui moral, de leur rendre plus facile le choix d’une profession et favoriser leurs débuts dans la carrière où ils entrés.",29/06/1889,,"8, rue de la République",83054,AVIGNON
,AMICALE DES DONNEURS DE SANG BENEVOLES DE REIMS ET DE LA REGION,"Grouper les personnes des deux sexes en bonne santé pour donner bénévolement leur sang au moins cinq fois par an, et propager l'idée du don du sang.",01/06/1956,22/10/1979,"102, rue du Barbâtre",51100,REIMS
W313023629,AMICALE DES DONNEURS DE SANG BENEVOLES DE TOULOUSE ET DE LA VEME REGION,Propagande en faveur des dons du sang bénévoles et d'une entraide sociale entre les bénévoles et leurs familles. Dissoute.,30/11/1955,,"17, rue de Rémusat",31000,TOULOUSE
W263007599,"AMICALE DES MUTILES, ANCIENS COMBATTANTS ET VICTIMES  DES GUERRES DE MONTELIMAR ET DE LA REGION","Assurer les liens amicaux entre tous les anciens combattants et victimes des deux guerres, les réformés avec pension à la suite de blessures ou de maladies contractées en services. Retrait de RUP demandé par l'AG.",22/03/1921,13/10/1947,"7, rue Bouverie",26200,MONTELIMAR
,AMICALE DES OPERES DU CŒUR DE CHAMP' ARD' AISNE,"Apporter, grâce à des moyens administratifs, matériels et financiers, toute l'aide nécessaire au Service de Chirurgie Cardiaque et thoracique du C.H.U.R. de Reims dans le domaine de la recherche appliquée;",09/07/2003,,"122 bis rue du Barbatre
Boîte MVA 38",51100,REIMS
,AMICALE DU GENIE MARITIME ET DES INGENIEURS E.N.S.T.A,"Entretenir entre tous ses membres, la solidarité et les relations amicales, dans le respect des sentiments de tradition ; Développer entre ses membres la protection et l’aide réciproque en toutes circonstances par les moyens dont chaque sociétaire et l’Association disposent ; Aider ses membres tout au long de leur vie professionnelle . Les assister, ainsi que leurs familles, en cas de nécessité ; Promouvoir les sciences et techniques enseignées par l’ENSTA dans l’une et l’autre des deux orientations fondamentales : le Génie Maritime et le Génie Industriel ou exercées à ce titre dans la vie active.",19/07/1930,11/09/2017,"828, bd des Maréchaux",91762, Palaiseau Cedex
,AMICALE LAIQUE D'AGEN,"Resserrer les liens d'amitié contractés par ses membres sur les bancs de l'école, secourir l'enfance nécessiteuse par l'œuvre des vêtements,  la préserver du danger de la rue par l'œuvre des patronages et des garderies.",23/05/1929,20/02/1997,"275, rue Gérard Duvergé",47000,AGEN
W381012682,AMICALE LAIQUE DE L' ECOLE LAIQUE DE LA VILLE DE GRENOBLE,Resserrer et de rendre durables les relations amicales commencées sur les bancs de l'école.,07/04/1931,,"11, avenue Général Champon",38031,GRENOBLE
W336003026,AMICALE LAIQUE DE LA GLACIERE (ALQ),Faciliter la fréquentation scolaire ; Procurer à ses membres des distractions physiques et intellectuelles ; Défendre l’école laïque ; Développer le respect de chacun vis à vis des personnes et des biens . Favoriser les échanges et le partage ; Développer et animer la vie du quartier.,01/08/1951,04/11/2013,"56, rue Armand Gayral",33700,MERIGNAC
,AMICALE SANTE NAVALE ET D'OUTRE-MER (ASNOM),Assurer la conservation des traditions de l'école de santé navale. Apporter à ses adhérents et à leurs familles une aide professionnelle matérielle et morale.,19/12/1933,09/07/2013,19 rue Daru,75017,PARIS
,AMIS AVEUGLES CIVILS ET AVEUGLES DE GUERRE DU NORD FRANCE,Procurer aux aveugles des livres en braille afin de les aider professionnellement.,25/04/1924,29/03/1982,"236, rue Nationale",59800,LILLE
W273000957,AMIS DES MONUMENTS ET SITES DE L'EURE,Sauvegarde de tout élément du patrimoine naturel et bâti du département de l’Eure,11/04/2017,,9 Rue de la Vierge,27800,BRIONNE
W763011471,AMIS DES MUSEES D’ART DE ROUEN (AMAR),Promouvoir auprès du public tant français qu'étranger la connaissance et l'appréciation des collections desdits musées ; Favoriser l’enrichissement de ces collections ; être auprès de la conservation et de la Métropole Rouen Normandie l’interprète du public.,16/06/1993,"07/01/2020
07/09/2020","1, place Restout",76000,ROUEN
W332010221,"AMIS DU GRAND THEATRE, OPERA DE BORDEAUX","œuvrer au développement du renom artistique et de la sauvegarde du Grand théâtre, ainsi qu'à la propagation du goût des arts scéniques et lyriques, par les moyens appropriés.",22/03/1956,23/07/1957,"1, place Saint Christoly",33000,BORDEAUX
,AMITIES CATHOLIQUES FRANCAISES DANS LE MONDE (A.C.F.M.),Faire connaître dans le monde la vie catholique Française et aider les catholiques des autres pays à se faire connaître en France.,14/02/1972,18/12/2000,"58, avenue de Breteuil",75007,PARIS
,AMNESTY INTERNATIONAL FRANCE (AI FRANCE OU AIF),"AI France a pour objet de réaliser la vision et la mission d'Amnesty International, celle d'un monde où chacun peut se prévaloir de tous les droits énoncés dans la Déclaration universelle des droits de l'homme et dans d'autres textes internationaux relatifs aux droits humains. Amnesty International se donne pour mission de mener des recherches et des actions visant à prévenir et faire cesser les atteintes graves à l'ensemble de ces droits.",12/11/1987,07/02/2018,"72-76, bd de la Villette",75940,PARIS CEDEX 19
,ANIMAUX-SECOURS-ANIMALS'VOICE,"Secourir les animaux, apprendre aux jeunes à connaître la nature et le monde animal.",20/03/1992,04/12/2003,"284, route de la Basse Arve",74380,ARTHAZ
,"apiDV (ACCOMPAGNER, PROMOUVOIR, INTEGRER
LES DEFICIENTS VISUELS)","Réunir et de représenter ses membres et de développer leur accès à la culture, aux études, aux loisirs, à l’emploi et aux technologies",09/04/1959,"29/03/2005
20/11/2020","5, avenue Daniel Lesueur",75007,PARIS
,ARC EQUIPES D'AMITIE,"Aider les jeunes en difficulté (situation d'exclusion) à participer à la vie économique, sociale et politique.",09/10/1964,24/09/2018,"8, rue de Budé",75004,PARIS
W012010035,ARC-EN-CIEL LES COULEURS DU REVE DANS UN CIEL D’ENFANTS,Réaliser les rêves d'enfants gravement malades.,10/06/2004,,La Maillarde,01420,SEYSSEL
W411004368,ARRONDISSEMENT DE VENDOME COMITE DU DISPENSAIRE D'HYGIENE SCIALE ET DE PRESERVATION ANTIBERCULEUX,"Faire l'éducation antituberculeuse, donner des conseils de prophylaxie et d'hygiène et des consultations gratuites. Prophylaxie : Ensemble des mesures prises P/ prévenir l'apparition ou la propagation d'une maladie. Plus aucune activité.",22/11/1924,,"14, rue Bretonnière",41100,VENDOME
,"ASAVIE ""AIDE A LA VIE""","Aider et soutenir toute personne, enfant et adulte, en difficulté morale, physique ou matérielle, notamment les enfants victimes de brûlures graves venant en cure thermale à la Roche Posay (Vienne 86), les enfants atteints de troubles de la santé ou de handicap, afin de leur permettre de retrouveer confiance, autonomie, indépendance et dignité en leur apportant une autre relation d’aide.",10/02/2010,22/08/2011,BP 16,86000,LA ROCHE-POSAY
,ASILE DE NEUENBERG,"Hospitaliser temporairement ou à vie des personnes malades, infirmes ou sans famille et prendre soin de leur corps et leur âme.",22/03/1880,11/04/1964,"38, rue du Pasteur Herrmann",67340,INGWILLER
,ASILE SAINTE-MARIE  DE LUZARCHES,Aide à la jeunesse féminine particulièrement défavorisée et aux familles en difficulté.,16/07/1862,25/04/1969,Maison Sainte-Marie,95270,LUZARCHES
,ASSOCIATION  AIDE ET ACTION FRANCE,Aider les pays en voie de développement à prendre en charge leur propre développement en accordant une priorité à l'enseignement en particulier à l'enseignement primaire.,01/08/2002,,"53, boulevard de Charonne",75011,PARIS
,ASSOCIATION  AMICALE A.E. DE L' ECOLE COMMUNALE PUBLIQU DES PONTS DE CE (A.A.E.E.C.),Entretenir les relations d'amitié entre les maîtres et les anciens élèves.,03/05/1907,,"15, rue  Charles-de-Gaulle",49130,LES PONTS DE CE
,ASSOCIATION  BAGAD DE VANNES - MENILERION,"Promouvoir la culture bretonne et plus particulièrement, la culture musicale, ainsi que de former des jeunes musiciens à l'utilisation des instruments de musique traditionnels, par l'existence au sein de l'association d'une école de musique adaptée à cette fin; elle valorise son travail de formation par la diffusion de spectacles",01/09/2017,,"5, avenue du Maréchale de Lattre de Tassigny",56000,VANNES
W381017258,ASSOCIATION  DE L’OEUVRE DE LA PROVIDENCE DE L'ISERE,Faciliter l'éducation des enfants dont les parents sont domiciliés à Grenoble ou dans les communes du département de l'Isère.,12/09/1857,13/02/1996,"19, avenue des Maquis-du-Grésivaudan",38700,LA TRONCHE
